,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1.0845224470807568,0.04244351399600157,0.0016635817196355095,6.530284422782951e-05,2.5672515016435876e-06,1.01075166568149e-07,3.98519250135924e-09,1.5728475894903398e-10,6.2139173183219665e-12,2.5541361478296435e-13,0.04244351399600156,0.003197497096981265,0.0001897806304153473,9.957364043803813e-06,4.888691477877251e-07,2.3025914437545327e-08,1.054156207789047e-09,4.556906101431271e-11,1.9503719397801207e-12,8.6285179657818e-14,0.0016635817196354917,0.00018978063041525693,0.0,0.0,0.0,0.0,0.0,1.7836217038106539e-12,1.406548818440722e-13,8.867389987575864e-15,6.530284422747224e-05,9.957364041502668e-06,0.0,9.39388173414297e-17,1.349272530557308e-17,1.3480266299261648e-18,0.0,6.990783498331484e-14,7.935815596907737e-15,6.5628151255696e-16,2.5672514947927436e-06,4.8886908917263e-07,0.0,2.303664769116359e-15,2.510264388716864e-16,1.9758598232605637e-17,0.0,2.743578497518871e-15,4.027509109289413e-16,4.135323781170262e-17,1.0107504970219047e-07,2.3024419135419736e-08,0.0,5.87824304844401e-14,4.3571222772570995e-15,2.5476288913526536e-16,0.0,1.0792887540727076e-16,1.9276959200121186e-17,2.3673470144661978e-18,3.983695094724928e-09,1.0159522676192724e-09,3.9764262958810586e-11,1.5020882620542556e-12,5.690170758107558e-14,2.1620332789821035e-15,8.525255743062826e-17,7.319012067621864e-18,1.00511198588686e-18,1.3170969280860186e-19,1.571721281300584e-10,4.418197674379673e-11,3.1617267281441246e-12,1.7573989123739565e-13,8.771451218187293e-15,4.1249774521461435e-16,1.8796683003065873e-17,9.871103127971837e-19,7.530532976460835e-20,8.089781734388758e-21,6.20755053610931e-12,1.899924023770602e-12,1.907331566652861e-13,1.3810658247316966e-14,8.512692546420331e-16,4.765869221724928e-17,2.5074671237165588e-18,1.3194127413921947e-19,7.830046637789352e-21,6.227086094346325e-22,2.5507827297651526e-13,8.438019731140405e-14,1.075610091225268e-14,9.599027711286631e-16,7.074529939936285e-17,4.62399214628309e-18,2.7847347132054443e-19,1.6026493894320168e-20,9.319311611202723e-22,6.302593664411773e-23
1,0.04244351399600157,1.0437426940466143,0.04084983567099866,0.001601205433856291,6.285773592952714e-05,2.471260293419843e-06,9.730096070889601e-08,3.835139487652994e-09,1.5132756611188992e-10,6.212500678439457e-12,0.003197317854757703,0.03943579752943564,0.003135216075161724,0.00018491272871660393,9.67186137481835e-06,4.739773075399623e-07,2.2295891954166645e-08,9.82958574752332e-10,4.2722208540405344e-11,1.9141172896166142e-12,0.00018518008001051212,0.0015460394750831934,0.0,0.0,0.0,0.0,0.0,3.847500970213306e-11,3.058636256970801e-12,1.9430121464828232e-13,9.598057095580646e-06,6.070225102246553e-05,0.0,3.3017663523970306e-16,4.742215105741134e-17,4.737613633860212e-18,0.0,1.5080380121119804e-12,1.7211406203467466e-13,1.4310962718497647e-14,4.678010869255423e-07,2.3869107311746887e-06,0.0,8.09693485152193e-15,8.822542949333273e-16,6.943898524447382e-17,0.0,5.918521337308784e-14,8.723089123376705e-15,8.994330918158832e-16,2.192673766691491e-08,9.39899907592521e-08,0.0,2.066088969255564e-13,1.5312985210398252e-14,8.95275379374307e-16,0.0,2.326042007231436e-15,4.1700145713370605e-16,5.1397514733323184e-17,9.951890993547847e-10,3.5722939791993754e-09,1.3979093997660735e-10,5.279551767694027e-12,1.9995984567742259e-13,7.596310541631157e-15,3.0236234865291525e-16,9.953002205193691e-17,1.951021155736738e-17,2.7683292057056174e-18,4.415523732519546e-11,1.362019800665295e-10,1.0393928432518367e-11,5.905384192970392e-13,2.980148795187809e-14,1.410797704714365e-15,6.479305174172959e-17,6.219353943265068e-18,9.724998051148454e-19,1.460566557535992e-19,1.9266785920357714e-12,5.2096568170296475e-12,5.879664047224913e-13,4.44094930901091e-14,2.7972827042395892e-15,1.5868058046541846e-16,8.435305802243444e-18,5.538648882871538e-19,5.770598000981444e-20,7.95848685525014e-21,8.652305335967388e-14,2.0755672416951827e-13,3.1109383294979834e-14,2.9510423458061826e-15,2.2454382393639215e-16,1.4966430988293535e-17,9.13990964389978e-19,5.736462880577666e-20,4.5029533378025125e-21,5.051935213399724e-22
2,0.0016635817196355097,0.040849835670998674,1.04373809705773,0.040851906608347706,0.0016013743089396655,6.28677770837751e-05,2.4717851158617198e-06,9.72950074896211e-08,3.834191159379546e-09,1.5720963602344482e-10,0.00018518008001057335,0.0030774367782668735,0.04090941553572409,0.0031927982475879885,0.00018716621068658526,9.76018442803428e-06,4.774125491860458e-07,2.1619218545843394e-08,9.58689298430412e-10,4.36465291987583e-11,1.1936889035666862e-05,0.00012054946704992312,0.0,0.0,0.0,0.0,0.0,8.462485817263106e-10,6.799172372263423e-11,4.361981647605704e-12,6.506048549529955e-07,4.729320312153052e-06,0.0,2.5663449061692245e-17,3.685978566028631e-18,3.6841618527047247e-19,0.0,3.3169994742608526e-11,3.8127707992506674e-12,3.192760338205423e-13,3.264859597362931e-08,1.8581610705221952e-07,0.0,6.293457649557135e-16,6.857491794777212e-17,5.401620670643019e-18,0.0,1.3018458680572318e-12,1.9289348095445809e-13,1.999908787088037e-14,1.5596679846041286e-09,7.311172880284484e-09,0.0,1.6058969600187174e-14,1.1902311144148715e-15,6.969826308012824e-17,0.0,5.115572323931569e-14,9.210403606768631e-15,1.1404072442625352e-15,7.170941759215619e-11,2.776622238113994e-10,1.0865460597989499e-11,4.1036064285876686e-13,1.5542253603181496e-14,5.932893506377768e-16,9.913893885791432e-17,1.940624811767988e-15,4.2115140912723165e-16,6.096112508939905e-17,3.2115097831468108e-12,1.0578209829354037e-11,8.075708941389519e-13,4.588865504091329e-14,2.315932761020194e-15,1.0995854522117803e-16,1.065193494737026e-17,7.398139317882771e-17,1.8714699766824788e-17,3.110223904808323e-18,1.411236792579322e-13,4.042909607558014e-13,4.566476132092208e-14,3.449997998948855e-15,2.1733977122254825e-16,1.2353825959406009e-17,9.727213386201446e-19,2.845704953223008e-18,8.156342377931499e-19,1.5325536718979515e-19,6.373690384314032e-15,1.609401688848061e-14,2.4151156642200363e-15,2.2919050557824894e-16,1.7442646672828993e-17,1.1643211351469968e-18,8.776983653791127e-20,1.1571666403924676e-19,3.658625391307793e-20,7.696281936602965e-21
3,6.530284422782951e-05,0.001601205433856291,0.0408519066083477,1.0437383540418834,0.040851923536114984,0.0016013752370474285,6.28677711350419e-05,2.4711094361428867e-06,9.725005518574079e-08,3.982169310897705e-09,9.598057096836813e-06,0.000180396683069265,0.003192710138517982,0.040913923597211216,0.0031929748146867607,0.0001871731103006504,9.759779315836316e-06,4.601210041064839e-07,2.099314431356105e-08,9.767878164025703e-10,6.506048550503543e-07,7.064585709288578e-06,0.0,0.0,0.0,0.0,0.0,1.8011546546802245e-08,1.4693345863342504e-09,9.557366320721042e-11,3.6215140167037004e-08,2.7707861409141465e-07,0.0,1.5024222903327457e-18,2.1632803346321778e-19,2.5373540836856023e-20,0.0,7.060226751060888e-10,8.199111200949905e-11,6.934952914913827e-12,1.8384618121804794e-09,1.0883578890694688e-08,0.0,3.6843421794744507e-17,4.0246236943863174e-18,4.095526405125638e-19,0.0,2.7711002244531944e-11,4.137439231387327e-12,4.323495994120507e-13,8.846745490061266e-11,4.2811562423508553e-10,0.0,9.401207800803897e-16,6.985399604824818e-17,6.46185387126596e-18,0.0,1.0889432721773555e-12,1.9724898355232202e-13,2.4580905274815277e-14,4.0872393668261315e-12,1.625467643856196e-11,6.36076734293233e-13,2.4023069270887007e-14,9.12165970307243e-16,9.559070067373229e-17,1.6172193469473974e-15,4.129275780117406e-14,9.0094858890896e-15,1.3113190892194444e-15,1.8367907602942766e-13,6.190980254472765e-13,4.727000569346078e-14,2.686159513366256e-15,1.3591190725082118e-16,1.3238180173620554e-17,1.2028140313541267e-16,1.5702306179155113e-15,3.9989659967378794e-16,6.679879272751978e-17,8.092225815234584e-15,2.3655158309188107e-14,2.672565905077938e-15,2.0193348483488527e-16,1.2753862841444344e-17,1.2341269032485407e-18,6.815938574473642e-18,5.98806737637114e-17,1.7394024901710474e-17,3.2866577797757354e-18,3.6622825240520885e-16,9.414044107605675e-16,1.4132664792791465e-16,1.3413647644637434e-17,1.0234901162274405e-18,1.0206916375586126e-19,3.6215818359112477e-19,2.3773856406093606e-18,7.76732828337667e-19,1.647320516802731e-19
4,2.5672515016435868e-06,6.285773592952713e-05,0.0016013743089396651,0.04085192353611498,1.0437383551041461,0.04085192353016848,0.0016013741581686067,6.285391376723431e-05,2.470217311300481e-06,1.0101325327982559e-07,4.6780111101468247e-07,9.406995083220614e-06,0.00018715932407356386,0.0031929746805319185,0.04091393394013069,0.0031929746786762735,0.0001871592823918437,9.406077879107103e-06,4.4731730286484744e-07,2.144293626854963e-08,3.264859784598157e-08,3.6834110511068446e-07,0.0,0.0,0.0,0.0,0.0,3.682299809132062e-07,3.072328305313395e-08,2.038141414767352e-09,1.8384619214931958e-09,1.4444683440969334e-08,0.0,7.94104972351814e-20,2.2454128431069397e-20,7.916965607161397e-20,0.0,1.4435014612053838e-08,1.7021228907508603e-09,1.4607699067846009e-10,9.390803137445047e-11,5.673079527018957e-10,0.0,1.936338136703405e-18,4.1774247642398565e-19,1.9303973880020752e-18,0.0,5.666045720913117e-10,8.55690974900194e-11,9.045121895595378e-12,4.536264415803379e-12,2.2312647004864987e-11,0.0,4.920219253506155e-17,7.250609718169734e-18,4.904995415955764e-17,0.0,2.2266974133149333e-11,4.070014996082623e-12,5.120404851352656e-13,2.1010829297128014e-13,8.470560071687575e-13,3.314699390448864e-14,1.2536693272117065e-15,9.467970331348303e-17,1.2497678163224746e-15,3.3043605712463726e-14,8.444156634381658e-13,1.856211205659471e-13,2.7235560127148055e-14,9.459096624052473e-15,3.225789942611078e-14,2.463167052572448e-15,1.403062586416506e-16,1.410433510719609e-17,1.3980639866254435e-16,2.4537820320808362e-15,3.211216559000674e-14,8.230328777319958e-15,1.384437562253875e-15,4.172876199558613e-16,1.2323805175715659e-15,1.3925514602418638e-16,1.055951555266537e-17,1.3232422408844472e-18,1.0516447490673729e-17,1.3860982102260304e-16,1.2246414859464288e-15,3.57710343657701e-16,6.800852671478075e-17,1.8905103909735042e-17,4.903827648426984e-17,7.363474948291356e-18,7.024344976885762e-19,1.0616160638339518e-19,6.991378252674523e-19,7.321928418140835e-18,4.862053721774415e-17,1.59637075575289e-17,3.404279767796337e-18
5,1.0107516656814903e-07,2.4712602934198435e-06,6.286777708377511e-05,0.001601375237047429,0.04085192353016848,1.043738353891141,0.04085190278765547,0.0016011084562056227,6.283773383282574e-05,2.5660640651672863e-06,2.1927148594498838e-08,4.601619474327172e-07,9.759781142712467e-06,0.00018717311029841206,0.0031929748128024346,0.040913923554795596,0.0031927092024768996,0.0001803765211226875,9.160648105070222e-06,4.585131079672985e-07,1.5596999246039903e-09,1.8016680145645253e-08,0.0,0.0,0.0,0.0,0.0,7.06225648407331e-06,6.11181405058739e-07,4.179093425648479e-08,8.84693246916528e-11,7.064763809068364e-10,0.0,2.5315452366834832e-20,2.1563140212143238e-19,1.4975611673390015e-18,0.0,2.768805634686548e-07,3.347527816635419e-08,2.939466223738987e-09,4.5363615749280995e-12,2.7744306271896507e-11,0.0,4.0881642292716e-19,4.011662701410928e-18,3.672421072557395e-17,0.0,1.0869366789141935e-08,1.6726496849788742e-09,1.8008731979498096e-10,2.1964945960522545e-13,1.0911184969121667e-12,0.0,6.4559767013526755e-18,6.96290134870022e-17,9.37078851420981e-16,0.0,4.2720110100937254e-10,7.925932414552183e-11,1.0125299353317365e-11,1.0189391360519818e-14,4.1419022577208074e-14,1.6221591488853583e-15,9.566557209145594e-17,9.092272021629798e-16,2.3945337295592607e-14,6.340198095110086e-13,1.620214595309993e-11,3.605891872351811e-12,5.360394613095324e-13,4.592294042417937e-16,1.5772213039766999e-15,1.207300054246577e-16,1.3239594689134968e-17,1.354268431750572e-16,2.676212317876846e-15,4.7083820387030615e-14,6.162127247626595e-13,1.5960703611698832e-13,2.7154947942155265e-14,2.027537770951923e-17,6.025278583746699e-17,6.8467637730110796e-18,1.2334376857616717e-18,1.2703369939231919e-17,2.0107728425091536e-16,2.6597970626044926e-15,2.3502517400302918e-14,6.928084729726824e-15,1.3304997554644863e-15,9.19171131732787e-19,2.397510206556191e-18,3.641383324091126e-19,1.0194321893328853e-19,1.0189666011169548e-18,1.3348162937169958e-17,1.405065978686635e-16,9.331907864206992e-16,3.0887285329300963e-16,6.646105170638497e-17
6,3.9851925013592405e-09,9.7300960708896e-08,2.4717851158617193e-06,6.286777113504188e-05,0.0016013741581686065,0.04085190278765547,1.0437380000988876,0.04084737152462122,0.0016008641837820684,6.52825830518436e-05,1.0004543246318911e-09,2.162101649858506e-08,4.77412544700009e-07,9.760182514939922e-06,0.0001871661675370494,0.0031927972927673883,0.04090939489250376,0.0030770048492748817,0.0001761932760666842,9.439531496739934e-06,7.21186656075785e-11,8.464802287311341e-10,0.0,0.0,0.0,0.0,0.0,0.00012050295413851531,1.1178797224555662e-05,8.054492977971491e-07,4.1111972314894546e-12,3.319070657313312e-11,0.0,3.671403321632162e-19,3.673204169128958e-18,2.5574519084063148e-17,0.0,4.725509722454354e-06,5.995798184875805e-07,5.4869922164566864e-08,2.1135676085101782e-13,1.3033760811265203e-12,0.0,5.382924024230371e-18,6.833724759141688e-17,6.271649332377622e-16,0.0,1.8554891932550294e-07,2.9618290494230785e-08,3.2988859391525974e-09,1.0250215893482555e-14,5.1256081596539374e-14,0.0,6.945732869833273e-17,1.1861055410066623e-15,1.6003321519760404e-14,0.0,7.294249739325131e-09,1.39345609391791e-09,1.8319311278568686e-10,4.760321518282892e-16,1.946463957840897e-15,9.928705551479026e-17,5.912496382263139e-16,1.548836499746082e-14,4.0893864853293955e-13,1.0827831595701813e-11,2.76701223257464e-10,6.30958248026689e-11,9.61452842878805e-12,2.1478712269305634e-17,7.430473854145209e-17,1.0654162145738542e-17,1.0954763769443493e-16,2.307062886782632e-15,4.57073453260152e-14,8.041823836829081e-13,1.0525891142203005e-11,2.783482467008231e-12,4.83958750537466e-13,9.50057875769883e-19,2.8628621827817396e-18,9.715588023504282e-19,1.2303651363580788e-17,2.1641901969973933e-16,3.4344469244409423e-15,4.543348164671312e-14,4.0154235059159006e-13,1.2052442481009051e-13,2.3597034665352922e-14,4.324435933961532e-20,1.1663632127396192e-19,8.755903724366732e-20,1.1591534989630706e-18,1.7360396072561026e-17,2.2800532599703044e-16,2.4003293800769485e-15,1.59469671159315e-14,5.362809337241182e-15,1.1740477298348962e-15
7,1.572847589490341e-10,3.835139487652997e-09,9.729500748962116e-08,2.471109436142888e-06,6.285391376723434e-05,0.0016011084562056231,0.04084737152462123,1.0436799888446169,0.04084546161725783,0.001663321914942209,4.455123308984383e-11,9.829546011900466e-10,2.2293949936401648e-08,4.7393341961016434e-07,9.670887717248257e-06,0.00018489160422252744,0.003134771831121998,0.03942688053662085,0.003023537416725096,0.00018314561798330595,3.2422891669113617e-12,3.848204125673601e-11,0.0,0.0,0.0,0.0,0.0,0.0015451828840921937,0.00017217667414057717,1.3878196570881097e-05,1.854809374784261e-13,1.5088352325997392e-12,0.0,4.717947379422193e-18,4.7225323930499815e-17,3.288064027128598e-16,0.0,6.0636814271525797e-05,8.77947969388554e-06,8.847531953983336e-07,9.552995768499892e-15,5.924877584554736e-14,0.0,6.91507114285809e-17,8.785922974572135e-16,8.063332609653375e-15,0.0,2.3825358497492815e-06,4.2121689611304165e-07,5.098908379058593e-08,4.638447341904776e-16,2.3303516674756512e-15,0.0,8.915580151636072e-16,1.52494192871799e-14,2.057514716142665e-13,0.0,9.372230925940248e-08,1.9445935589033782e-08,2.749725780330426e-09,2.2000741580045353e-17,9.973888547053717e-17,3.011298668034173e-16,7.564752390590765e-15,1.9912955906457657e-13,5.2576416862026754e-12,1.3921112880032276e-10,3.5574856530143592e-09,8.693512214596048e-10,1.412756488612238e-10,1.1020808934826249e-18,6.221336688543947e-18,6.450863855974245e-17,1.4044834692101955e-15,2.966571717492816e-14,5.877684677363159e-13,1.0342344507723214e-11,1.3541247072045978e-10,3.8002348013427884e-11,6.997985648046459e-12,6.466466413140345e-20,5.527067707429934e-19,8.395688890974831e-18,1.5791430819321677e-16,2.7832810613151175e-15,4.417389520092689e-14,5.844855507668063e-13,5.168873676751028e-12,1.634269196632187e-12,3.369680918741268e-13,4.938715147069553e-21,5.715697616297884e-20,9.093835689597271e-19,1.4887999069495178e-17,2.233016176881998e-16,2.933239126945846e-15,3.088927410632834e-14,2.054059121686749e-13,7.23221281386287e-14,1.6592846757273874e-14
8,6.2139173183219705e-12,1.5132756611188997e-10,3.834191159379548e-09,9.72500551857408e-08,2.470217311300482e-06,6.283773383282574e-05,0.0016008641837820688,0.04084546161725784,1.04374228277224,0.04244348433558677,1.949061073385266e-12,4.3669120173973103e-11,1.0095236722223267e-09,2.2033247307486184e-08,4.672604353675157e-07,9.500767282491599e-06,0.00018054803264909102,0.003023701220262109,0.039429645201315595,0.003196997505566678,1.4286339126008276e-13,1.7095718983471023e-12,0.0,0.0,0.0,0.0,0.0,0.0001763776891003713,0.0014942238703471995,0.0001831397726423731,8.194070609755647e-15,6.702849234243652e-14,0.0,1.1770490473596569e-18,1.1781435580821177e-17,8.202494050891511e-17,0.0,9.102262966886636e-06,5.680721286696721e-05,9.366121907031488e-06,4.225953812089277e-16,2.6320011656793764e-15,0.0,1.725244092071701e-17,2.191881903514689e-16,2.0115004303057502e-15,0.0,4.3984751608517695e-07,2.166754564673965e-06,4.5014343780119995e-07,2.054300892745425e-17,1.0360886212519423e-16,0.0,2.224474108995747e-16,3.804484102565214e-15,5.132729791365388e-14,0.0,2.0402047958939792e-08,8.291790378548035e-08,2.0805098525346098e-08,1.0663191372036851e-18,6.749953273153608e-18,7.444938455468451e-17,1.8877470029364847e-15,4.9683975886834066e-14,1.3115846619175782e-12,3.472191666827149e-11,8.871444087971024e-10,3.1823897878923292e-09,9.36187230536204e-10,7.58956542867266e-20,8.741881336804087e-19,1.637058069393134e-17,3.5904739601791817e-16,7.629130625828365e-15,1.5266304239676109e-13,2.7398676932819525e-12,3.8024571089004185e-11,1.2249225231509586e-10,4.1317270524134045e-11,7.481189141888565e-21,1.1525394343922798e-19,2.1778497985524336e-18,4.1349017685707047e-17,7.374176758099346e-16,1.193297808826869e-14,1.6398768784624283e-13,1.6120335679644397e-12,4.72843223042154e-12,1.7971272681405701e-12,8.675902491852078e-22,1.3919370338013226e-20,2.4114230498725944e-19,3.997549992449212e-18,6.10136231488355e-17,8.246011016843928e-16,9.170769898481904e-15,7.057080511310816e-14,1.9011299337352038e-13,8.056379438570636e-14
9,2.554136147829644e-13,6.212500678439457e-12,1.5720963602344485e-10,3.982169310897706e-09,1.0101325327982562e-07,2.566064065167286e-06,6.528258305184361e-05,0.0016633219149422087,0.04244348433558677,1.0845224446742898,8.77018195403309e-14,1.989134441718247e-12,4.666551302560551e-11,1.0385493971920447e-09,2.2627266370672497e-08,4.787147008369098e-07,9.698319323276054e-06,0.00018316223154473825,0.003196998024161449,0.04244348429689464,6.465311700615681e-15,7.786958890125272e-14,0.0,0.0,0.0,0.0,0.0,1.4307916099420073e-05,0.00018314978027914947,0.0016633209218444634,3.715918742188378e-16,3.0530283799575172e-15,0.0,1.9198481889840166e-19,1.9215373277868418e-18,1.337753543641033e-17,0.0,9.245013945606797e-07,9.367278671985914e-06,6.526958350077315e-05,1.918469104363353e-17,1.1988097677137347e-16,0.0,2.814088205040401e-18,3.574993782455354e-17,3.2805767010366793e-16,0.0,5.3674355651465195e-08,4.502327451409555e-07,2.5644426700610126e-06,9.342191297161093e-19,4.731999464100185e-18,0.0,3.628634128591832e-17,6.20538379684932e-16,8.37101939273318e-15,0.0,2.907655352637979e-09,2.0810839393756013e-08,1.0087895231853928e-07,6.160048831308388e-20,6.394570108151549e-19,1.2131204164502884e-17,3.0799695844859787e-16,8.104634453087859e-15,2.1390756836369636e-13,5.66168699673871e-12,1.4462567248690142e-10,9.363643546941846e-10,3.9729333877409655e-09,7.403059504555409e-21,1.2738283815464842e-19,2.7311580961609313e-18,6.020022675766194e-17,1.2874817138463523e-15,2.603917244737157e-14,4.770528610283872e-13,7.003205321802059e-12,4.131767119437939e-11,1.5664027878460587e-10,1.0285341491897799e-21,1.8857517643316225e-20,3.7206880397202216e-19,7.129549813207185e-18,1.2883857535229613e-16,2.1300208239784102e-15,3.0478136435516097e-14,3.3174537241229185e-13,1.7967263828576519e-12,6.182763202871465e-12,1.3846601466603385e-22,2.386960879239056e-21,4.2269345575820166e-20,7.104574382614557e-19,1.1063255089927699e-17,1.5440784785091982e-16,1.8220506824386073e-15,1.613342323255719e-14,8.052377320757071e-14,2.539170395707717e-13
